Country,Admin1,Event month,Sub-Event Type,Fatalities
Lebanon,Baalbek-Hermel,2024-09-01,Attack,0
Lebanon,Baalbek-Hermel,2024-09-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-09-01,Remote explosive/landmine/IED,8
Lebanon,Bekaa,2024-09-01,Air/drone strike,49
Lebanon,Bekaa,2024-09-01,Armed clash,0
Lebanon,Bekaa,2024-09-01,Attack,0
Lebanon,Bekaa,2024-09-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-09-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-09-01,Air/drone strike,0
Lebanon,North,2024-09-01,Armed clash,0
Lebanon,North,2024-09-01,Attack,0
Lebanon,North,2024-09-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-09-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-09-01,Air/drone strike,4
Lebanon,Beirut,2024-09-01,Armed clash,0
Lebanon,Beirut,2024-09-01,Attack,0
Lebanon,Beirut,2024-09-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-09-01,Remote explosive/landmine/IED,2
Lebanon,Akkar,2024-09-01,Air/drone strike,0
Lebanon,Akkar,2024-09-01,Armed clash,0
Lebanon,Akkar,2024-09-01,Attack,0
Lebanon,Akkar,2024-09-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-09-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-10-01,Air/drone strike,317
Lebanon,Al Nabatieh,2024-10-01,Armed clash,26
Lebanon,Al Nabatieh,2024-10-01,Attack,0
Lebanon,Al Nabatieh,2024-10-01,Shelling/artillery/missile attack,10
Lebanon,Al Nabatieh,2024-10-01,Remote explosive/landmine/IED,5
Lebanon,South,2024-10-01,Air/drone strike,277
Lebanon,South,2024-10-01,Armed clash,2
Lebanon,South,2024-10-01,Attack,0
Lebanon,South,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,South,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-10-01,Air/drone strike,100
Lebanon,Mount Lebanon,2024-10-01,Armed clash,0
Lebanon,Mount Lebanon,2024-10-01,Attack,0
Lebanon,Mount Lebanon,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-10-01,Air/drone strike,175
Lebanon,Baalbek-Hermel,2024-10-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-10-01,Attack,0
Lebanon,Baalbek-Hermel,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-10-01,Air/drone strike,58
Lebanon,Bekaa,2024-10-01,Armed clash,0
Lebanon,Bekaa,2024-10-01,Attack,0
Lebanon,Bekaa,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-10-01,Air/drone strike,29
Lebanon,North,2024-10-01,Armed clash,0
Lebanon,North,2024-10-01,Attack,0
Lebanon,North,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-10-01,Air/drone strike,43
Lebanon,Beirut,2024-10-01,Armed clash,0
Lebanon,Beirut,2024-10-01,Attack,0
Lebanon,Beirut,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-10-01,Air/drone strike,0
Lebanon,Akkar,2024-10-01,Armed clash,0
Lebanon,Akkar,2024-10-01,Attack,0
Lebanon,Akkar,2024-10-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-10-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-11-01,Air/drone strike,153
Lebanon,Al Nabatieh,2024-11-01,Armed clash,5
Lebanon,Al Nabatieh,2024-11-01,Attack,0
Lebanon,Al Nabatieh,2024-11-01,Shelling/artillery/missile attack,12
Lebanon,Al Nabatieh,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-11-01,Air/drone strike,305
Lebanon,South,2024-11-01,Armed clash,2
Lebanon,South,2024-11-01,Attack,0
Lebanon,South,2024-11-01,Shelling/artillery/missile attack,2
Lebanon,South,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-11-01,Air/drone strike,105
Lebanon,Mount Lebanon,2024-11-01,Armed clash,0
Lebanon,Mount Lebanon,2024-11-01,Attack,0
Lebanon,Mount Lebanon,2024-11-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-11-01,Air/drone strike,302
Lebanon,Baalbek-Hermel,2024-11-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-11-01,Attack,0
Lebanon,Baalbek-Hermel,2024-11-01,Shelling/artillery/missile attack,1
Lebanon,Baalbek-Hermel,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-11-01,Air/drone strike,39
Lebanon,Bekaa,2024-11-01,Armed clash,0
Lebanon,Bekaa,2024-11-01,Attack,0
Lebanon,Bekaa,2024-11-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-11-01,Air/drone strike,0
Lebanon,North,2024-11-01,Armed clash,0
Lebanon,North,2024-11-01,Attack,0
Lebanon,North,2024-11-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-11-01,Air/drone strike,46
Lebanon,Beirut,2024-11-01,Armed clash,0
Lebanon,Beirut,2024-11-01,Attack,0
Lebanon,Beirut,2024-11-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-11-01,Air/drone strike,29
Lebanon,Akkar,2024-11-01,Armed clash,0
Lebanon,Akkar,2024-11-01,Attack,0
Lebanon,Akkar,2024-11-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-11-01,Remote explosive/landmine/IED,0
Lebanon,Al Nabatieh,2024-12-01,Air/drone strike,0
Lebanon,Al Nabatieh,2024-12-01,Armed clash,0
Lebanon,Al Nabatieh,2024-12-01,Attack,0
Lebanon,Al Nabatieh,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,Al Nabatieh,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,South,2024-12-01,Air/drone strike,0
Lebanon,South,2024-12-01,Armed clash,0
Lebanon,South,2024-12-01,Attack,0
Lebanon,South,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,South,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,Mount Lebanon,2024-12-01,Air/drone strike,0
Lebanon,Mount Lebanon,2024-12-01,Armed clash,0
Lebanon,Mount Lebanon,2024-12-01,Attack,0
Lebanon,Mount Lebanon,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,Mount Lebanon,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,Baalbek-Hermel,2024-12-01,Air/drone strike,0
Lebanon,Baalbek-Hermel,2024-12-01,Armed clash,0
Lebanon,Baalbek-Hermel,2024-12-01,Attack,0
Lebanon,Baalbek-Hermel,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,Baalbek-Hermel,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,Bekaa,2024-12-01,Air/drone strike,0
Lebanon,Bekaa,2024-12-01,Armed clash,0
Lebanon,Bekaa,2024-12-01,Attack,0
Lebanon,Bekaa,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,Bekaa,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,North,2024-12-01,Air/drone strike,0
Lebanon,North,2024-12-01,Armed clash,0
Lebanon,North,2024-12-01,Attack,0
Lebanon,North,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,North,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,Beirut,2024-12-01,Air/drone strike,0
Lebanon,Beirut,2024-12-01,Armed clash,0
Lebanon,Beirut,2024-12-01,Attack,0
Lebanon,Beirut,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,Beirut,2024-12-01,Remote explosive/landmine/IED,0
Lebanon,Akkar,2024-12-01,Air/drone strike,0
Lebanon,Akkar,2024-12-01,Armed clash,0
Lebanon,Akkar,2024-12-01,Attack,0
Lebanon,Akkar,2024-12-01,Shelling/artillery/missile attack,0
Lebanon,Akkar,2024-12-01,Remote explosive/landmine/IED,0
